,audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
60,2011,England,Hospital,736.0,54,0.073,0.769,0.7959999999999999,0.132,0.604,0.264,0.075,0.415,0.302,0.20800000000000002,0.0,2.2,0.56,0.28,0.09,6.77,6.41,4.1,0.7170000000000001,0.449,0.408,0.245,0.408,0.059000000000000004,0.667,0.21600000000000003,0.365,0.07400000000000001,0.222,0.6920000000000001,0.833,0.75,0.667,0.818,0.769,0.846,0.231,0.077,0.615,1.0,0.769,0.019
61,2011,England,Hospital,712.0,116,0.163,0.973,0.892,0.096,0.711,0.193,0.044000000000000004,0.36,0.386,0.21100000000000002,0.0,0.69,0.24,0.03,0.14,6.77,6.58,3.4,0.113,0.409,0.309,0.209,0.23600000000000002,0.057999999999999996,0.5,0.076,0.16399999999999998,0.069,0.155,0.88,0.8240000000000001,0.636,0.667,0.86,0.34700000000000003,0.7759999999999999,0.382,0.25,0.629,0.91,0.688,0.035
62,2011,England,Hospital,272.0,60,0.221,0.9490000000000001,0.932,0.033,0.7,0.267,0.017,0.345,0.431,0.19,0.017,0.43,0.08,0.02,,6.84,6.33,4.41,0.33899999999999997,0.273,0.2,0.109,0.16399999999999998,0.098,0.6,0.059000000000000004,0.293,0.083,0.217,0.885,0.816,0.7659999999999999,0.607,0.9740000000000001,0.635,0.925,0.302,0.321,0.6729999999999999,0.904,0.755,0.0
63,2011,England,Hospital,852.0,120,0.141,0.991,0.863,0.085,0.6579999999999999,0.256,0.09300000000000001,0.237,0.441,0.22,0.008,0.62,0.5,,1.3,6.81,6.5,3.37,0.21899999999999997,0.364,0.22699999999999998,0.23600000000000002,0.145,0.11,0.25,0.23800000000000002,0.42100000000000004,0.175,0.308,0.9229999999999999,0.7829999999999999,0.667,0.41700000000000004,0.833,0.34600000000000003,0.833,0.2,0.4,0.565,0.9620000000000001,0.615,0.033
64,2011,England,Hospital,832.0,97,0.11699999999999999,0.9179999999999999,0.763,0.021,0.639,0.34,0.062,0.289,0.371,0.21600000000000003,0.062,0.85,0.07,,0.05,6.78,6.21,4.43,0.22899999999999998,0.402,0.354,0.183,0.244,0.087,0.5,0.105,0.168,0.07200000000000001,0.165,0.8590000000000001,0.8590000000000001,0.7390000000000001,0.711,0.848,0.5429999999999999,0.8859999999999999,0.3,0.243,0.721,0.861,0.8029999999999999,0.011000000000000001
65,2011,England,Hospital,575.0,74,0.129,0.932,0.648,0.07,0.7040000000000001,0.225,0.055999999999999994,0.35200000000000004,0.451,0.127,0.013999999999999999,1.26,0.03,,0.32,6.73,6.22,3.47,0.735,0.32899999999999996,0.114,0.22899999999999998,0.2,0.059000000000000004,0.25,0.7829999999999999,0.161,0.122,0.243,0.9620000000000001,0.731,0.76,0.583,0.941,0.5,0.9640000000000001,0.28,0.28,0.583,0.9620000000000001,0.76,0.125
66,2011,England,Hospital,234.0,38,0.162,0.973,1.0,0.053,0.9209999999999999,0.026000000000000002,0.053,0.342,0.395,0.21100000000000002,0.0,0.16,0.53,0.08,0.11,5.72,5.3,3.12,0.37799999999999995,0.158,0.105,0.132,0.105,0.057,1.0,0.14300000000000002,0.23600000000000002,0.105,0.289,0.909,0.8,0.727,0.6,1.0,0.273,0.727,0.182,0.455,0.889,1.0,0.7,0.0
67,2011,England,Hospital,401.0,64,0.16,1.0,0.887,0.081,0.726,0.19399999999999998,0.017,0.31,0.31,0.36200000000000004,0.0,0.42,,,0.08,7.0,6.39,5.08,0.14300000000000002,0.233,0.15,0.133,0.16699999999999998,0.098,0.75,0.059000000000000004,0.5,0.109,0.21899999999999997,0.853,0.6559999999999999,0.594,0.478,0.857,0.441,0.8240000000000001,0.212,0.273,0.767,0.879,0.706,0.016
68,2011,England,Hospital,287.0,41,0.14300000000000002,0.975,0.892,0.1,0.725,0.175,0.073,0.171,0.512,0.244,0.0,0.66,0.29,0.1,,6.71,6.67,4.84,0.951,0.073,0.024,0.073,0.049,0.111,0.75,0.575,0.273,0.122,0.171,0.9690000000000001,0.688,0.8440000000000001,0.588,0.9129999999999999,0.636,0.9390000000000001,0.265,0.147,0.828,0.853,0.794,0.0
69,2011,England,Hospital,479.0,81,0.16899999999999998,0.963,0.872,0.177,0.557,0.266,0.051,0.266,0.48100000000000004,0.203,0.0,0.56,0.14,0.07,0.23,6.94,6.7,4.17,0.278,0.29600000000000004,0.113,0.225,0.141,0.209,0.6920000000000001,0.156,0.397,0.136,0.136,0.813,0.8370000000000001,0.809,0.462,0.794,0.354,0.84,0.3,0.16,0.745,0.885,0.615,0.0
70,2011,England,Hospital,362.0,41,0.113,0.95,0.85,0.049,0.6829999999999999,0.268,0.0,0.195,0.415,0.39,0.0,0.9,0.15,0.15,,5.98,5.4,3.64,0.282,0.237,0.105,0.158,0.184,0.053,0.5,0.053,0.23800000000000002,0.024,0.122,1.0,0.882,0.9440000000000001,0.636,0.941,0.273,0.955,0.25,0.2,0.833,1.0,0.833,0.0
71,2011,England,Hospital,361.0,57,0.158,0.9420000000000001,0.9259999999999999,0.07,0.7020000000000001,0.228,0.036000000000000004,0.309,0.545,0.109,0.0,0.35,0.14,0.14,0.05,6.82,6.14,3.6,0.182,0.532,0.40399999999999997,0.23399999999999999,0.298,0.040999999999999995,0.0,0.14800000000000002,0.31,0.12300000000000001,0.298,0.88,0.818,0.652,0.43799999999999994,0.941,0.583,0.833,0.385,0.192,0.42100000000000004,0.917,0.654,0.0
72,2011,England,Hospital,663.0,77,0.11599999999999999,0.934,0.905,0.158,0.6579999999999999,0.184,0.053,0.355,0.382,0.19699999999999998,0.013000000000000001,1.23,0.21,0.09,0.06,6.5,6.16,5.24,0.506,0.23399999999999999,0.203,0.078,0.156,0.161,0.889,0.262,0.24100000000000002,0.078,0.13,0.8140000000000001,0.655,0.519,0.486,0.9059999999999999,0.424,0.8640000000000001,0.18600000000000003,0.271,0.647,0.7170000000000001,0.627,0.053
73,2011,England,Hospital,210.0,51,0.243,0.41200000000000003,0.843,0.078,0.804,0.11800000000000001,0.0,0.529,0.33299999999999996,0.13699999999999998,0.0,1.31,0.2,0.18,,6.74,6.2,3.46,0.878,0.24,0.16,0.1,0.14,0.064,1.0,0.375,0.8029999999999999,0.098,0.196,0.8,0.762,0.8,0.75,0.769,0.316,0.895,0.526,0.316,0.737,1.0,0.8,0.02
74,2011,England,Site,640.0,119,0.18600000000000003,0.424,0.733,0.11800000000000001,0.639,0.244,0.017,0.43200000000000005,0.39799999999999996,0.127,0.025,0.41,0.35,,0.03,6.68,6.26,3.14,0.298,0.509,0.34299999999999997,0.39799999999999996,0.361,0.121,0.9229999999999999,0.14400000000000002,0.03,0.067,0.252,0.71,0.5670000000000001,0.483,0.37,0.905,0.433,1.0,0.419,0.226,0.733,0.903,0.742,0.14
75,2011,England,Hospital,450.0,54,0.12,0.94,0.868,0.057,0.66,0.28300000000000003,0.057999999999999996,0.48100000000000004,0.385,0.077,0.0,0.3,0.15,0.06,0.07,6.42,6.24,4.0,0.213,0.381,0.262,0.214,0.23800000000000002,0.071,0.5,0.225,0.185,0.13,0.259,0.973,0.8109999999999999,0.861,0.529,0.833,0.605,0.825,0.25,0.275,0.6,0.8290000000000001,0.541,0.022000000000000002
76,2011,England,Hospital,507.0,95,0.187,0.894,0.937,0.07400000000000001,0.653,0.27399999999999997,0.064,0.309,0.35100000000000003,0.266,0.011000000000000001,0.75,0.07,,0.17,6.73,6.34,4.75,0.341,0.27,0.225,0.079,0.191,0.085,0.28600000000000003,0.068,0.187,0.084,0.284,0.853,0.765,0.735,0.391,0.8640000000000001,0.368,0.757,0.33299999999999996,0.361,0.743,0.865,0.649,0.043
77,2011,England,Hospital,333.0,50,0.15,0.9570000000000001,0.84,0.08,0.5,0.42,0.061,0.265,0.306,0.36700000000000005,0.0,0.74,0.12,0.04,0.08,6.75,6.63,5.19,0.92,0.163,0.14300000000000002,0.040999999999999995,0.102,0.149,1.0,0.833,0.38299999999999995,0.02,0.14,0.9670000000000001,0.7859999999999999,0.7859999999999999,0.778,0.905,0.419,0.903,0.214,0.14300000000000002,0.621,0.903,0.7,0.0
78,2011,England,Hospital,426.0,53,0.124,0.9620000000000001,0.9229999999999999,0.13699999999999998,0.51,0.353,0.040999999999999995,0.36700000000000005,0.306,0.28600000000000003,0.0,0.47,0.26,0.15,,6.12,4.55,2.15,0.26899999999999996,0.435,0.435,0.261,0.239,0.078,0.33299999999999996,0.08,0.139,0.20800000000000002,0.377,0.893,0.84,0.615,0.462,0.857,0.28600000000000003,0.69,0.185,0.40700000000000003,0.545,0.69,0.607,0.06
79,2011,England,Hospital,466.0,69,0.14800000000000002,0.9420000000000001,0.922,0.10400000000000001,0.672,0.22399999999999998,0.10400000000000001,0.254,0.418,0.22399999999999998,0.0,1.07,0.06,0.01,,7.0,6.91,4.55,0.20600000000000002,0.284,0.19399999999999998,0.134,0.134,0.14300000000000002,0.5710000000000001,0.397,0.35200000000000004,0.11599999999999999,0.23199999999999998,0.667,0.7240000000000001,0.586,0.313,0.7390000000000001,0.387,0.742,0.233,0.33299999999999996,0.5710000000000001,0.9,0.484,0.0
80,2011,England,Hospital,466.0,39,0.084,0.9740000000000001,0.846,0.051,0.6920000000000001,0.256,0.026000000000000002,0.368,0.342,0.263,0.0,1.49,0.56,,0.05,6.76,6.66,4.36,0.5379999999999999,0.16699999999999998,0.16699999999999998,0.0,0.139,0.059000000000000004,0.0,0.059000000000000004,0.175,0.077,0.231,0.846,0.769,0.643,0.556,0.75,0.214,0.7859999999999999,0.385,0.308,0.833,0.9229999999999999,0.5,0.026000000000000002
81,2011,England,Hospital,266.0,35,0.132,0.667,0.765,0.2,0.5429999999999999,0.257,0.028999999999999998,0.294,0.5589999999999999,0.11800000000000001,0.0,1.37,0.51,,0.06,6.68,6.69,4.67,0.371,0.39399999999999996,0.273,0.273,0.121,0.152,0.25,0.08800000000000001,0.37,0.171,0.371,0.75,0.875,0.7,0.625,0.545,0.308,0.769,0.41700000000000004,0.25,0.75,0.769,0.5379999999999999,0.0
82,2011,England,Hospital,299.0,56,0.187,0.509,0.818,0.071,0.804,0.125,0.018000000000000002,0.382,0.4,0.2,0.0,1.82,0.43,0.14,0.07,6.74,6.45,3.47,0.13,0.5,0.28,0.36,0.24,0.10300000000000001,0.667,0.091,0.11599999999999999,0.179,0.33899999999999997,0.8,0.541,0.6920000000000001,0.5,0.68,0.33299999999999996,0.821,0.263,0.368,0.5,0.8540000000000001,0.525,0.0
83,2011,England,Hospital,842.0,150,0.17800000000000002,0.769,0.853,0.034,0.767,0.19899999999999998,0.04,0.36700000000000005,0.513,0.027000000000000003,0.053,0.74,0.07,,0.01,6.97,6.88,4.45,0.28,0.5329999999999999,0.311,0.434,0.27,0.096,0.455,0.684,0.452,0.16,0.34700000000000003,0.871,0.6859999999999999,0.614,0.525,0.894,0.517,0.865,0.301,0.355,0.5479999999999999,0.821,0.667,0.040999999999999995
84,2011,England,Hospital,499.0,77,0.154,0.925,0.855,0.133,0.64,0.22699999999999998,0.105,0.276,0.48700000000000004,0.132,0.0,1.1,,0.13,0.05,6.85,6.57,4.86,0.386,0.19399999999999998,0.113,0.09699999999999999,0.113,0.07400000000000001,1.0,0.855,0.366,0.091,0.28600000000000003,0.9520000000000001,0.8540000000000001,0.718,0.55,0.75,0.595,0.833,0.233,0.419,0.55,0.841,0.5710000000000001,0.0
85,2011,England,Hospital,357.0,54,0.151,1.0,1.0,0.075,0.736,0.18899999999999997,0.038,0.302,0.434,0.20800000000000002,0.019,0.28,0.11,,0.07,6.59,6.33,4.2,0.132,0.353,0.235,0.196,0.21600000000000003,0.17600000000000002,0.0,0.255,0.24600000000000002,0.09300000000000001,0.29600000000000004,0.826,0.7390000000000001,0.826,0.615,0.9229999999999999,0.261,0.875,0.125,0.125,0.792,0.875,0.609,0.0
86,2011,England,Site,1427.0,197,0.138,0.8109999999999999,0.804,0.10400000000000001,0.6459999999999999,0.25,0.083,0.365,0.396,0.141,0.016,0.19,0.1,0.08,0.07,6.63,6.41,3.84,0.18899999999999997,0.278,0.107,0.207,0.142,0.063,0.667,0.28800000000000003,0.358,0.051,0.147,0.92,0.733,0.727,0.636,0.865,0.45299999999999996,0.792,0.235,0.235,0.75,0.868,0.6729999999999999,0.011000000000000001
87,2011,England,Site,462.0,58,0.126,1.0,0.825,0.069,0.5,0.431,0.034,0.24100000000000002,0.431,0.293,0.0,0.47,0.29,,0.17,6.43,6.03,4.62,0.161,0.14800000000000002,0.111,0.055999999999999994,0.037000000000000005,0.105,1.0,0.214,0.24600000000000002,0.017,0.207,0.889,0.6,0.5329999999999999,0.636,0.5,0.47100000000000003,0.941,0.111,0.16699999999999998,0.615,0.9440000000000001,0.706,0.0
88,2011,England,Hospital,997.0,137,0.13699999999999998,0.741,0.77,0.07,0.648,0.281,0.076,0.424,0.311,0.159,0.03,0.64,0.25,,0.05,6.64,6.2,3.51,0.27699999999999997,0.309,0.195,0.171,0.22,0.055,0.7140000000000001,0.07,0.115,0.109,0.161,0.8240000000000001,0.733,0.625,0.5429999999999999,0.8440000000000001,0.41200000000000003,0.902,0.32,0.28,0.667,0.8490000000000001,0.519,0.162
89,2011,England,Site,1440.0,169,0.11699999999999999,0.958,0.5760000000000001,0.078,0.506,0.41600000000000004,0.068,0.36,0.248,0.267,0.055999999999999994,0.31,0.13,0.04,0.17,6.74,6.11,4.02,0.33299999999999996,0.25,0.191,0.099,0.21100000000000002,0.07,0.7,0.345,0.205,0.107,0.18899999999999997,0.846,0.833,0.736,0.8,0.925,0.632,0.9470000000000001,0.299,0.218,0.8140000000000001,0.925,0.802,0.084
90,2011,England,Site,824.0,112,0.136,0.943,0.8440000000000001,0.11699999999999999,0.718,0.165,0.066,0.368,0.387,0.17,0.009000000000000001,0.22,0.22,0.19,0.05,6.22,5.66,2.96,0.171,0.433,0.311,0.289,0.278,0.08,0.6,0.055999999999999994,0.0,0.08,0.14300000000000002,0.9229999999999999,0.7859999999999999,0.7140000000000001,0.429,0.833,0.5,0.929,0.308,0.308,0.583,0.857,0.6920000000000001,0.0
91,2011,England,Site,698.0,96,0.138,1.0,0.853,0.011000000000000001,0.726,0.263,0.084,0.242,0.379,0.284,0.011000000000000001,0.52,0.09,0.09,0.11,6.67,6.48,5.16,0.133,0.18100000000000002,0.096,0.096,0.145,0.027999999999999997,0.0,0.349,0.027999999999999997,0.031,0.156,0.87,0.7909999999999999,0.7070000000000001,0.722,0.9059999999999999,0.63,0.909,0.182,0.159,0.821,0.8909999999999999,0.696,0.0
92,2011,England,Hospital,782.0,131,0.168,0.9209999999999999,0.892,0.099,0.664,0.237,0.053,0.321,0.42,0.183,0.023,0.29,0.13,0.03,0.08,6.44,6.01,4.11,0.17800000000000002,0.304,0.23199999999999998,0.152,0.152,0.157,0.375,0.127,0.133,0.115,0.198,0.863,0.8420000000000001,0.8420000000000001,0.575,0.857,0.436,0.848,0.207,0.293,0.74,0.866,0.684,0.047
93,2011,England,Hospital,210.0,29,0.138,0.857,0.655,0.172,0.44799999999999995,0.379,0.24100000000000002,0.31,0.345,0.10300000000000001,0.0,0.93,0.14,1.38,0.41,6.43,6.15,2.97,0.321,0.39299999999999996,0.25,0.214,0.28600000000000003,0.077,1.0,0.292,0.26899999999999996,0.276,0.483,0.833,0.722,0.6,0.9,0.8,0.556,0.889,0.41200000000000003,0.41200000000000003,0.765,0.9440000000000001,0.833,0.172
94,2011,England,Hospital,170.0,19,0.11199999999999999,0.9470000000000001,0.895,0.0,0.789,0.21100000000000002,0.053,0.684,0.158,0.105,0.0,0.97,,0.97,0.42,7.0,6.6,2.64,0.055999999999999994,0.21100000000000002,0.158,0.105,0.158,0.083,1.0,0.583,0.455,0.053,0.105,0.909,0.41700000000000004,0.455,0.0,1.0,0.182,0.909,0.1,0.0,0.7140000000000001,0.833,0.727,0.0
95,2011,England,Hospital,558.0,65,0.11599999999999999,0.958,0.79,0.078,0.75,0.172,0.062,0.24600000000000002,0.615,0.062,0.015,1.25,0.25,,0.34,6.89,6.56,3.32,0.2,0.413,0.317,0.254,0.254,0.102,0.8,0.228,0.233,0.154,0.308,0.857,0.769,0.636,0.75,0.8,0.433,0.833,0.35700000000000004,0.39299999999999996,0.625,0.7929999999999999,0.5,0.0
96,2011,England,Hospital,360.0,49,0.136,0.977,0.9359999999999999,0.14300000000000002,0.633,0.22399999999999998,0.022000000000000002,0.304,0.5,0.152,0.022000000000000002,3.02,0.49,0.08,0.04,6.86,6.03,3.74,0.5,0.37799999999999995,0.27,0.135,0.21600000000000003,0.226,0.5,0.26899999999999996,0.28,0.061,0.14300000000000002,0.529,0.667,0.667,0.28600000000000003,0.846,0.28600000000000003,0.9520000000000001,0.474,0.316,0.588,0.9,0.55,0.0
97,2011,England,Hospital,120.0,19,0.158,0.9470000000000001,0.632,0.0,0.579,0.42100000000000004,0.055999999999999994,0.389,0.5,0.055999999999999994,0.0,0.16,,0.21,,7.0,6.25,3.67,0.28600000000000003,0.2,0.0,0.2,0.2,0.0,,0.0,0.563,0.0,0.316,0.7,1.0,0.778,0.75,0.9,0.5,0.9,0.3,0.3,0.7140000000000001,0.8,0.4,0.0
98,2011,England,Hospital,473.0,68,0.14400000000000002,0.8959999999999999,0.882,0.09,0.672,0.239,0.10400000000000001,0.239,0.32799999999999996,0.313,0.015,0.44,0.15,0.07,0.15,6.54,6.03,3.84,0.22399999999999998,0.317,0.127,0.23800000000000002,0.222,0.2,0.2,0.35700000000000004,0.149,0.11800000000000001,0.162,0.848,0.765,0.706,0.5,0.7829999999999999,0.485,0.727,0.41200000000000003,0.20600000000000002,0.563,0.912,0.706,0.0
99,2011,England,Hospital,122.0,17,0.139,1.0,0.647,0.067,0.33299999999999996,0.6,0.0,0.529,0.235,0.235,0.0,1.12,1.88,0.12,,7.0,6.5,4.35,0.625,0.267,0.0,0.267,0.267,0.2,1.0,0.6920000000000001,0.278,0.0,0.11800000000000001,1.0,1.0,1.0,0.75,1.0,0.615,0.846,0.25,0.16699999999999998,0.909,0.9229999999999999,0.769,0.059000000000000004
100,2011,England,Hospital,750.0,106,0.141,0.953,0.7879999999999999,0.076,0.638,0.28600000000000003,0.107,0.33,0.39799999999999996,0.165,0.0,0.59,0.28,0.03,,6.65,6.52,4.0,0.302,0.316,0.19399999999999998,0.184,0.255,0.121,0.5,0.14400000000000002,0.23199999999999998,0.085,0.20800000000000002,0.9129999999999999,0.9420000000000001,0.853,0.7909999999999999,0.922,0.648,0.9440000000000001,0.33799999999999997,0.225,0.6759999999999999,0.9440000000000001,0.746,0.077
101,2011,England,Hospital,396.0,66,0.16699999999999998,0.985,0.938,0.063,0.6409999999999999,0.297,0.136,0.303,0.273,0.273,0.015,,0.2,0.42,0.05,6.87,6.73,4.34,0.28600000000000003,0.273,0.2,0.145,0.2,0.039,1.0,0.04,0.245,0.03,0.16699999999999998,0.929,0.852,0.7859999999999999,0.7859999999999999,1.0,0.5670000000000001,0.833,0.16699999999999998,0.067,0.5379999999999999,1.0,0.767,0.0
102,2011,England,Hospital,0.0,34,,1.0,0.97,0.147,0.647,0.20600000000000002,0.061,0.39399999999999996,0.39399999999999996,0.152,0.0,0.59,0.12,0.03,,6.96,6.53,3.11,0.355,0.39299999999999996,0.25,0.25,0.28600000000000003,0.094,0.667,0.067,0.237,0.08800000000000001,0.11800000000000001,1.0,0.7859999999999999,0.813,0.778,0.889,0.625,0.938,0.125,0.125,0.8,0.938,0.688,0.0
103,2011,England,Hospital,475.0,75,0.158,0.371,0.932,0.068,0.757,0.17600000000000002,0.013999999999999999,0.31,0.507,0.155,0.013999999999999999,0.47,0.02,,,6.88,6.71,3.44,0.22699999999999998,0.429,0.2,0.386,0.243,0.044000000000000004,0.667,0.11800000000000001,0.515,0.147,0.373,0.81,0.6759999999999999,0.6,0.632,0.9129999999999999,0.462,0.975,0.27899999999999997,0.302,0.8059999999999999,0.8859999999999999,0.8140000000000001,0.0
104,2011,England,Hospital,145.0,25,0.172,0.28,0.9570000000000001,0.08,0.8,0.12,0.04,0.48,0.32,0.16,0.0,1.0,0.16,0.16,0.16,6.8,6.83,2.9,0.41700000000000004,0.409,0.182,0.22699999999999998,0.273,0.111,0.0,0.524,0.96,0.04,0.16,0.8,0.5,0.4,0.636,0.875,0.455,1.0,0.3,0.3,0.7,0.9,0.8,0.0
105,2011,England,Hospital,449.0,58,0.129,0.895,0.737,0.138,0.655,0.207,0.017,0.483,0.379,0.121,0.0,0.69,0.14,0.09,,6.48,5.55,3.69,0.35700000000000004,0.40700000000000003,0.29600000000000004,0.24100000000000002,0.259,0.207,0.636,0.32799999999999996,0.292,0.086,0.22399999999999998,0.7879999999999999,0.8390000000000001,0.813,0.45,0.727,0.486,0.8,0.364,0.364,0.688,0.889,0.667,0.155
106,2011,England,Hospital,509.0,59,0.11599999999999999,0.966,0.8809999999999999,0.085,0.593,0.322,0.11900000000000001,0.35600000000000004,0.33899999999999997,0.18600000000000003,0.0,0.73,0.03,0.08,,6.74,6.25,3.76,0.414,0.33299999999999996,0.222,0.204,0.204,0.040999999999999995,0.0,0.37,0.409,0.203,0.28800000000000003,0.867,0.69,0.643,0.55,0.684,0.414,0.867,0.233,0.36700000000000005,0.6,0.903,0.759,0.0
107,2011,England,Hospital,303.0,46,0.152,0.8220000000000001,0.932,0.08900000000000001,0.733,0.17800000000000002,0.048,0.405,0.405,0.14300000000000002,0.0,,0.11,,,6.75,6.54,4.36,0.196,0.41,0.256,0.179,0.179,0.081,0.33299999999999996,0.027999999999999997,0.087,0.087,0.196,1.0,0.846,0.9229999999999999,1.0,1.0,0.278,0.8240000000000001,0.294,0.11800000000000001,0.7140000000000001,0.941,0.688,0.0
108,2011,England,Hospital,287.0,61,0.213,0.583,0.902,0.08199999999999999,0.6890000000000001,0.23,0.017,0.254,0.5589999999999999,0.16899999999999998,0.0,0.43,0.11,0.16,,6.77,6.12,3.71,0.322,0.534,0.293,0.414,0.24100000000000002,0.08800000000000001,0.667,0.121,0.258,0.098,0.18,0.675,0.289,0.611,0.375,0.581,0.22,0.8540000000000001,0.282,0.205,0.447,0.727,0.47600000000000003,0.033
109,2011,England,Hospital,376.0,44,0.11699999999999999,0.721,0.795,0.159,0.682,0.159,0.045,0.386,0.341,0.22699999999999998,0.0,1.16,0.18,0.05,0.09,6.96,6.91,4.59,0.409,0.35700000000000004,0.31,0.214,0.31,0.21100000000000002,0.625,0.33299999999999996,0.303,0.114,0.25,0.778,0.8,0.667,0.444,0.625,0.2,0.6,0.222,0.33299999999999996,0.7,1.0,0.6,0.163
110,2011,England,Hospital,194.0,23,0.11900000000000001,1.0,0.826,0.174,0.696,0.13,0.087,0.174,0.391,0.348,0.0,0.61,0.09,0.09,0.04,6.38,6.38,5.46,0.05,0.364,0.273,0.091,0.091,0.048,0.0,0.0,0.5,0.13,0.087,1.0,0.75,0.75,0.75,1.0,0.5,0.833,0.0,0.0,1.0,1.0,0.75,0.0
111,2011,England,Hospital,358.0,57,0.159,1.0,0.965,0.08800000000000001,0.561,0.35100000000000003,0.105,0.228,0.544,0.12300000000000001,0.0,0.65,0.09,,0.09,6.85,6.54,5.24,0.298,0.239,0.152,0.152,0.13,0.073,1.0,0.16399999999999998,0.24,0.105,0.228,0.889,0.706,0.667,0.545,0.889,0.41200000000000003,0.833,0.278,0.278,0.875,0.9440000000000001,0.667,0.0
112,2011,England,Hospital,279.0,44,0.158,0.977,0.977,0.163,0.6509999999999999,0.18600000000000003,0.091,0.273,0.386,0.22699999999999998,0.023,0.8,1.14,,0.05,6.7,6.59,4.5,0.405,0.225,0.075,0.2,0.15,0.15,0.2,0.525,0.627,0.045,0.205,0.846,0.7859999999999999,0.929,0.667,0.625,0.563,0.875,0.231,0.308,0.33299999999999996,0.9329999999999999,0.7140000000000001,0.0
113,2011,England,Hospital,239.0,45,0.188,1.0,0.8220000000000001,0.091,0.682,0.22699999999999998,0.111,0.311,0.489,0.08900000000000001,0.0,0.44,,,,6.98,6.93,5.17,0.222,0.163,0.023,0.14,0.07,0.16699999999999998,0.7140000000000001,0.28600000000000003,0.41200000000000003,0.044000000000000004,0.244,0.8420000000000001,0.774,0.688,0.84,0.96,0.462,0.9229999999999999,0.231,0.231,0.583,0.9740000000000001,0.868,0.08900000000000001
114,2011,England,Hospital,154.0,29,0.188,1.0,0.9309999999999999,0.12,0.72,0.16,0.138,0.379,0.276,0.207,0.0,0.59,0.55,0.76,0.28,7.0,7.0,5.32,0.10300000000000001,0.25,0.14300000000000002,0.107,0.071,0.037000000000000005,0.0,0.444,0.29,0.069,0.207,0.941,0.889,0.889,0.75,1.0,0.611,0.9440000000000001,0.067,0.2,0.588,0.9440000000000001,0.833,0.0
115,2011,England,Hospital,331.0,39,0.11800000000000001,1.0,0.9740000000000001,0.077,0.5379999999999999,0.385,0.0,0.308,0.41,0.282,0.0,0.9,0.33,0.13,0.1,7.0,7.0,4.11,0.282,0.237,0.184,0.053,0.132,0.125,1.0,0.19399999999999998,0.244,0.051,0.179,0.9229999999999999,0.769,0.6920000000000001,0.375,1.0,0.462,1.0,0.154,0.231,0.929,0.857,0.769,0.0
116,2011,England,Site,445.0,59,0.133,0.983,0.932,0.207,0.603,0.19,0.052000000000000005,0.293,0.379,0.259,0.017,,0.17,,0.07,6.24,6.05,3.98,0.18600000000000003,0.47100000000000003,0.314,0.255,0.235,0.12300000000000001,0.857,0.107,0.20600000000000002,0.102,0.18600000000000003,1.0,0.895,0.789,0.5710000000000001,0.9229999999999999,0.647,0.889,0.316,0.21100000000000002,0.47100000000000003,0.895,0.526,0.0
